,Date / Time,City,State,Shape
1624,2016-03-09 01:08:00,North Las Vegas                     ,NV    ,Light     
1625,2016-03-09 01:00:00,Hedgesville                         ,WV    ,Circle    
1626,2016-03-09 00:00:00,Pike Creek                          ,DE    ,Other     
1627,2016-03-09 00:00:00,Lake Orion                          ,MI    ,Circle    
1628,2016-02-09 23:59:00,Salem                               ,OR    ,Fireball  
1629,2016-02-09 23:40:00,Eugene                              ,OR    ,Triangle  
1630,2016-02-09 23:30:00,Harbor Springs                      ,MI    ,Triangle  
1631,2016-02-09 22:30:00,Dedham                              ,MA    ,Light     
1632,2016-02-09 22:30:00,Littleton                           ,CO    ,Triangle  
1633,2016-02-09 22:00:00,Westminster                         ,CO    ,Changing  
1634,2016-02-09 22:00:00,Menifee                             ,CA    ,Circle    
1636,2016-02-09 21:44:00,Seekonk                             ,MA    ,Fireball  
1637,2016-02-09 21:20:00,Nashport                            ,OH    ,Light     
1638,2016-02-09 21:14:00,Springfield                         ,MO    ,Light     
1639,2016-02-09 21:00:00,Knoxville                           ,TN    ,Circle    
1640,2016-02-09 20:35:00,Angleton                            ,TX    ,Flash     
1642,2016-02-09 20:27:00,Erie                                ,CO    ,Light     
1643,2016-02-09 20:18:00,St. Albans                          ,WV    ,Fireball  
1644,2016-02-09 20:15:00,Green Bay                           ,WI    ,Light     
1645,2016-02-09 19:23:00,Naperville                          ,IL    ,Triangle  
1646,2016-02-09 18:00:00,Gulfport                            ,MS    ,Triangle  
1649,2016-02-09 12:18:00,Falls Church                        ,VA    ,Disk      
1650,2016-02-09 11:30:00,Gainesville                         ,VA    ,Sphere    
1651,2016-02-09 05:20:00,Riegelsville                        ,PA    ,Changing  
1652,2016-02-09 00:01:00,Hillsboro                           ,OR    ,Light     
1654,2016-02-09 00:00:00,Greenfield                          ,WI    ,Fireball  
1655,2016-02-09 00:00:00,Stickney                            ,IL    ,Sphere    
1656,2016-01-09 22:50:00,Panama City Beach                   ,FL    ,Sphere    
1657,2016-01-09 22:30:00,Brookfield                          ,WI    ,Other     
1658,2016-01-09 22:00:00,Dollar Bay                          ,MI    ,Formation 
1659,2016-01-09 22:00:00,Lehighton                           ,PA    ,Fireball  
1660,2016-01-09 21:30:00,Marquette                           ,MI    ,Formation 
1661,2016-01-09 05:29:00,Vale                                ,NC    ,Light     
1662,2016-01-09 04:30:00,Cedar Rapids                        ,IA    ,Light     
1665,2016-08-31 23:40:00,Terre Haute                         ,IN    ,Light     
1666,2016-08-31 22:00:00,Corte Madera                        ,CA    ,Circle    
1667,2016-08-31 22:00:00,Malo                                ,WA    ,Light     
1668,2016-08-31 21:00:00,Arlington                           ,WI    ,Light     
1669,2016-08-31 21:00:00,Concord                             ,NC    ,Triangle  
1670,2016-08-31 19:46:00,Pomona                              ,CA    ,Sphere    
1671,2016-08-31 19:38:00,Grants                              ,NM    ,Light     
1673,2016-08-31 12:00:00,Shoreview                           ,MN    ,Chevron   
1674,2016-08-31 01:38:00,Memphis                             ,TN    ,Light     
1675,2016-08-30 23:57:00,Holden                              ,MA    ,Egg       
1676,2016-08-30 23:56:00,Columbus                            ,OH    ,Triangle  
1677,2016-08-30 23:08:00,Anchorage                           ,AK    ,Sphere    
1678,2016-08-30 22:30:00,Spring                              ,TX    ,Light     
1679,2016-08-30 21:50:00,Menifee                             ,CA    ,Other     
1680,2016-08-30 21:45:00,Tempe                               ,AZ    ,Light     
1681,2016-08-30 21:40:00,Tempe                               ,AZ    ,Fireball  
1682,2016-08-30 21:00:00,Zeeland                             ,MI    ,Light     
1683,2016-08-30 20:45:00,Ellington                           ,CT    ,Oval      
1684,2016-08-30 20:30:00,Greeley                             ,CO    ,Sphere    
1685,2016-08-30 20:00:00,Pittsburgh                          ,PA    ,Sphere    
1686,2016-08-30 20:00:00,Bronx                               ,NY    ,Changing  
1687,2016-08-30 19:59:00,Hyrum                               ,UT    ,Flash     
1688,2016-08-30 17:40:00,Fayetteville                        ,NC    ,Cylinder  
1689,2016-08-30 16:00:00,Dana Point                          ,CA    ,Light     
1690,2016-08-30 11:30:00,Utica                               ,NY    ,Circle    
1691,2016-08-30 11:00:00,West Chicago                        ,IL    ,Cigar     
1692,2016-08-30 09:50:00,Ladson                              ,SC    ,Disk      
1693,2016-08-30 07:40:00,Boulder                             ,CO    ,Light     
1694,2016-08-30 03:00:00,Seabrook                            ,SC    ,Triangle  
1695,2016-08-30 02:45:00,New York                            ,NY    ,Circle    
1696,2016-08-29 23:39:00,Herriman                            ,UT    ,Triangle  
1697,2016-08-29 23:00:00,Newport News                        ,VA    ,Other     
1698,2016-08-29 22:00:00,Pittsfield                          ,MA    ,Rectangle 
1699,2016-08-29 22:00:00,Easton                              ,MD    ,Disk      
1700,2016-08-29 21:30:00,Carrollton                          ,GA    ,Light     
1701,2016-08-29 21:28:00,Arlington                           ,WA    ,Triangle  
1702,2016-08-29 21:00:00,Virginia Beach                      ,VA    ,Circle    
1703,2016-08-29 20:45:00,Jacksonville                        ,FL    ,Sphere    
1704,2016-08-29 20:26:00,Surf City                           ,NC    ,Circle    
1705,2016-08-29 20:25:00,Portland                            ,OR    ,Sphere    
1706,2016-08-29 20:00:00,St. Louis                           ,MO    ,Light     
1707,2016-08-29 19:00:00,Pomona                              ,NY    ,Circle    
1708,2016-08-29 11:55:00,Columbus                            ,OH    ,Triangle  
1709,2016-08-29 09:30:00,Cody                                ,WY    ,Other     
1712,2016-08-28 23:00:00,New Castle                          ,CO    ,Light     
1715,2016-08-28 21:40:00,Juneau                              ,AK    ,Formation 
1718,2016-08-28 20:00:00,Wakefield                           ,NH    ,Sphere    
1719,2016-08-28 19:50:00,Santa Rosa                          ,CA    ,Light     
1720,2016-08-28 19:30:00,Santa Rosa                          ,CA    ,Oval      
1721,2016-08-28 19:30:00,Petaluma                            ,CA    ,Circle    
1722,2016-08-28 18:00:00,Pottstown                           ,PA    ,Circle    
1723,2016-08-28 12:16:00,Piscataway                          ,NJ    ,Changing  
1724,2016-08-28 12:16:00,Piscataway                          ,NJ    ,Egg       
1725,2016-08-28 12:00:00,Sylmar                              ,CA    ,Other     
1726,2016-08-28 10:30:00,Albuquerque                         ,NM    ,Triangle  
1727,2016-08-28 09:00:00,Camden                              ,NY    ,Other     
1728,2016-08-28 08:57:00,Old Lyme                            ,CT    ,Cross     
1729,2016-08-27 23:15:00,White House                         ,TN    ,Fireball  
1730,2016-08-27 23:00:00,Surf City                           ,NC    ,Egg       
1731,2016-08-27 22:45:00,Detroit                             ,MI    ,Formation 
1733,2016-08-27 21:25:00,Spencerport                         ,NY    ,Circle    
1734,2016-08-27 21:05:00,Malverne                            ,NY    ,Light     
1735,2016-08-27 21:00:00,Camden                              ,NJ    ,Light     
1736,2016-08-27 20:20:00,Lawrence                            ,KS    ,Flash     
1737,2016-08-27 20:15:00,Jefferson                           ,SD    ,Fireball  
1738,2016-08-27 20:14:00,Hollister                           ,CA    ,Light     
1739,2016-08-27 18:45:00,Caledonia                           ,WI    ,Changing  
1740,2016-08-27 09:00:00,Ellington                           ,CT    ,Light     
1741,2016-08-27 00:15:00,Miami Beach                         ,FL    ,Light     
1742,2016-08-26 23:30:00,Surf City                           ,NJ    ,Fireball  
1743,2016-08-26 23:00:00,Greensburg                          ,IN    ,Sphere    
1745,2016-08-26 21:25:00,Altamonte Springs                   ,FL    ,Disk      
1746,2016-08-26 20:45:00,Laplata                             ,MD    ,Circle    
1747,2016-08-26 20:30:00,Macomb                              ,IL    ,Triangle  
1748,2016-08-26 20:15:00,Gilbertsville                       ,PA    ,Rectangle 
1749,2016-08-26 20:00:00,San Antonio                         ,TX    ,Light     
1750,2016-08-26 19:31:00,Stevens Point                       ,WI    ,Sphere    
1752,2016-08-26 07:00:00,Wilson                              ,NC    ,Cigar     
1753,2016-08-25 23:00:00,Astoria                             ,OR    ,Circle    
1754,2016-08-25 22:15:00,Cedar Park                          ,TX    ,Light     
1755,2016-08-25 21:35:00,Pacific Palisades                   ,CA    ,Oval      
1756,2016-08-25 21:00:00,Aloha                               ,OR    ,Circle    
1757,2016-08-25 20:58:00,Canton                              ,OH    ,Fireball  
1758,2016-08-25 20:45:00,Kennesaw                            ,GA    ,Light     
1759,2016-08-25 20:15:00,Sheffield                           ,MA    ,Diamond   
1760,2016-08-25 16:15:00,Harrogate                           ,TN    ,Sphere    
1764,2016-08-25 05:40:00,McConnellsburg                      ,PA    ,Triangle  
1765,2016-08-25 02:20:00,Lakewood                            ,WA    ,Fireball  
1766,2016-08-24 23:30:00,Thornton                            ,CO    ,Changing  
1767,2016-08-24 23:30:00,Mosca                               ,CO    ,Formation 
1768,2016-08-24 21:45:00,Whitehall                           ,NY    ,Flash     
1769,2016-08-24 20:30:00,Emporium                            ,PA    ,Other     
1770,2016-08-24 20:30:00,Rantoul                             ,IL    ,Circle    
1771,2016-08-24 20:15:00,Rantoul                             ,IL    ,Light     
1772,2016-08-24 20:00:00,SeaTac Airport                      ,WA    ,Oval      
1773,2016-08-24 16:00:00,Lakeland                            ,FL    ,Circle    
1774,2016-08-24 12:20:00,Murrieta                            ,CA    ,Rectangle 
1775,2016-08-24 08:00:00,Syracuse                            ,NY    ,Light     
1776,2016-08-24 06:45:00,Walnut Creek                        ,CA    ,Formation 
1777,2016-08-24 06:31:00,Oneida Lake                         ,NY    ,Other     
1778,2016-08-24 03:45:00,Mobile                              ,AL    ,Cigar     
1779,2016-08-24 00:00:00,Holiday                             ,FL    ,Light     
1780,2016-08-23 23:30:00,Baytown                             ,TX    ,Other     
1781,2016-08-23 23:00:00,Griffith Lake                       ,VT    ,Circle    
1782,2016-08-23 22:54:00,Seminole                            ,FL    ,Changing  
1783,2016-08-23 22:20:00,Holland                             ,MI    ,Fireball  
1784,2016-08-23 22:07:00,Carver                              ,MA    ,Cylinder  
1785,2016-08-23 21:40:00,Ocean City                          ,MD    ,Formation 
1786,2016-08-23 21:30:00,East Providence                     ,RI    ,Light     
1787,2016-08-23 21:00:00,Palm Harbor                         ,FL    ,Light     
1788,2016-08-23 19:30:00,Charleston                          ,SC    ,Light     
1789,2016-08-23 19:00:00,Gila Bend                           ,AZ    ,Light     
1790,2016-08-23 17:30:00,Kansas City                         ,MO    ,Triangle  
1791,2016-08-23 15:30:00,Comer's Rock                        ,VA    ,Triangle  
1792,2016-08-23 10:30:00,Hilliard                            ,OH    ,Triangle  
1793,2016-08-23 02:00:00,Boise                               ,ID    ,Sphere    
1794,2016-08-22 22:30:00,Ann Arbor                           ,MI    ,Light     
1795,2016-08-22 22:26:00,Philadelphia                        ,PA    ,Light     
1796,2016-08-22 22:15:00,Prescott Valley                     ,AZ    ,Other     
1798,2016-08-22 21:50:00,Westwood                            ,MA    ,Circle    
1799,2016-08-22 21:30:00,Stoddard                            ,NH    ,Rectangle 
1800,2016-08-22 21:25:00,Avalon                              ,CA    ,Other     
1801,2016-08-22 21:00:00,Oak Grove                           ,MO    ,Circle    
1802,2016-08-22 20:27:00,Ann Arbor                           ,MI    ,Light     
1803,2016-08-22 20:15:00,Montrose                            ,CO    ,Sphere    
1805,2016-08-22 20:00:00,Mantua                              ,NJ    ,Light     
1806,2016-08-22 19:00:00,Swedesboro                          ,NJ    ,Cigar     
1807,2016-08-22 12:25:00,Santa Ana                           ,CA    ,Disk      
